buyonline_label,legal_description,legal_description_numbers,more_link,more_link/_text,more_link/_title,moreoptions_link,moreoptions_link/_text,moreoptions_link/_title,nlpimage_image,nlpimage_image/_alt,price_value,price_value_prices,productdesp_value,productdetails_image,productdetails_image/_alt,productdetails_link,productdetails_link/_text,productdetails_link/_title,productdetails_link_prices,productlink_image,productlink_image/_alt,productlink_link/_text,productlink_link/_title,producttitle_value,regularprice_price,regularprice_price_1,regularprice_price_2,savetolist_label,size_value_1,size_value_1_numbers,size_value_2,size_value_2_numbers,strikeprice_price,strikeprice_value,type,unit_value,unit_value_numbers,unitprice_label,﻿productlink_link
,,,,,,,,,,,,,leathercleaner,,,http://www.ikea.com/us/en/catalog/products/50137944/,ABSORB leathercleaner $9.99 Unit price,,9.99,http://www.ikea.com/PIAimages/34351_PE124285_S3.JPG,ABSORB leathercleaner,,,ABSORB,9.99,,,Save to list,,,,,,,sofa,,,Unit price,http://www.ikea.com/us/en/catalog/products/50137944/
Buy online,,,,,,,,,,,,,"ceiling track, 3 spotlights",,,http://www.ikea.com/us/en/catalog/products/40262919/,"HUSINGE ceiling track, 3 spotlights $19.99 Unit price",,19.99,http://www.ikea.com/PIAimages/0426929_PE582465_S3.JPG,"HUSINGE ceiling track, 3 spotlights, nickel plated Length: 28 "" Length: 71 cm",,,HUSINGE,19.99,,,Save to list,"Length: 28 """,28,Length: 71 cm,71,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/40262919/
Buy online,,,,,,,,,,,,,pendant lamp-double,,,http://www.ikea.com/us/en/catalog/products/00280816/,SVIRVEL pendant lamp-double $34.99 Unit price,,34.99,http://www.ikea.com/PIAimages/0372610_PE552317_S3.JPG,"SVIRVEL pendant lamp-double, white Width: 41 "" Max. height: 280 "" Cord length: 5 ' 7 "" Width: 103 cm Max. height: 710 cm Cord length: 1.7 m",,,SVIRVEL,34.99,,,Save to list,"Width: 41 "", Max. height: 280 "", Cord length: 5 ' 7 """,41; 280; 5; 7,"Width: 103 cm, Max. height: 710 cm, Cord length: 1.7 m",103; 710; 1.7,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/00280816/
Buy online,,,,,,,,,,,,,"rug, low pile",,,http://www.ikea.com/us/en/catalog/products/70229037/,"STOCKHOLM rug, low pile $349.00 Unit price",,349,http://www.ikea.com/PIAimages/0167766_PE321692_S3.JPG,"STOCKHOLM rug, low pile, yellow handmade yellow Length: 7 ' 10 "" Width: 5 ' 7 "" Area: 43.92 sq feet Length: 240 cm Width: 170 cm Area: 4.08 m²",,,STOCKHOLM,349.0,,,Save to list,"Length: 7 ' 10 "", Width: 5 ' 7 "", Area: 43.92 sq feet",7; 10; 5; 7; 43.92,"Length: 240 cm, Width: 170 cm, Area: 4.08 m²",240; 170; 4.08,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/70229037/
Buy online,,,,,,,,,,,,,"rug, flatwoven",,,http://www.ikea.com/us/en/catalog/products/60225964/,"LYNÄS rug, flatwoven $12.99 Unit price",,12.99,http://www.ikea.com/PIAimages/0150357_PE308500_S3.JPG,"LYNÄS rug, flatwoven, dark gray Length: 6 ' 6 "" Width: 2 ' 2 "" Area: 13.89 sq feet Length: 198 cm Width: 65 cm Area: 1.29 m²",,,LYNÄS,12.99,,,Save to list,"Length: 6 ' 6 "", Width: 2 ' 2 "", Area: 13.89 sq feet",6; 6; 2; 2; 13.89,"Length: 198 cm, Width: 65 cm, Area: 1.29 m²",198; 65; 1.29,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/60225964/
,,,,,,,,,,,,,"rug, high pile",,,http://www.ikea.com/us/en/catalog/products/30305759/,"HAMPEN rug, high pile $9.99 Unit price",,9.99,http://www.ikea.com/PIAimages/0351013_PE536654_S3.JPG,"HAMPEN rug, high pile, orange Length: 2 ' 7 "" Width: 2 ' 7 "" Area: 6.89 sq feet Length: 80 cm Width: 80 cm Area: 0.64 m²",,,HAMPEN,9.99,,,Save to list,"Length: 2 ' 7 "", Width: 2 ' 7 "", Area: 6.89 sq feet",2; 7; 2; 7; 6.89,"Length: 80 cm, Width: 80 cm, Area: 0.64 m²",80; 80; 0.64,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/30305759/
,,,,,,,,,,,,,LED pendant lamp,,,http://www.ikea.com/us/en/catalog/products/80180686/,KLOR LED pendant lamp $119.00 Unit price,,119,http://www.ikea.com/PIAimages/0138770_PE298596_S3.JPG,"KLOR LED pendant lamp, nickel plated Luminous flux: 430 Lumen Diameter: 16 "" Height: 54 "" Luminous flux: 430 Lumen Diameter: 40 cm Height: 138 cm",,,KLOR,119.0,,,Save to list,"Luminous flux: 430 Lumen, Diameter: 16 "", Height: 54 """,430; 16; 54,"Luminous flux: 430 Lumen, Diameter: 40 cm, Height: 138 cm",430; 40; 138,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/80180686/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/00124152/,More options,"More options for HAMPEN rug, high pile",,,,,"rug, high pile",,,http://www.ikea.com/us/en/catalog/products/00124152/,"HAMPEN rug, high pile $39.99 Unit price",,39.99,http://www.ikea.com/PIAimages/76422_PE196054_S3.JPG,"HAMPEN rug, high pile, black Length: 6 ' 5 "" Width: 4 ' 4 "" Area: 27.88 sq feet Length: 195 cm Width: 133 cm Area: 2.59 m²",,,HAMPEN,39.99,,,Save to list,"Length: 6 ' 5 "", Width: 4 ' 4 "", Area: 27.88 sq feet",6; 5; 4; 4; 27.88,"Length: 195 cm, Width: 133 cm, Area: 2.59 m²",195; 133; 2.59,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/00124152/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/10222519/,More options,"More options for ALHEDE rug, high pile",,,,,"rug, high pile",http://www.ikea.com/ms/img/nlp/en_US/nlp_02.png,???PD_txt_newnlp???,http://www.ikea.com/us/en/catalog/products/10222519/,"ALHEDE rug, high pile $79.99 Unit price $99.00 Unit price",,79.99; 99,http://www.ikea.com/PIAimages/0134116_PE289992_S3.JPG,"ALHEDE rug, high pile, off-white Length: 6 ' 5 "" Width: 4 ' 4 "" Area: 27.88 sq feet Length: 195 cm Width: 133 cm Area: 2.59 m²",,,ALHEDE,79.99,,,Save to list,"Length: 6 ' 5 "", Width: 4 ' 4 "", Area: 27.88 sq feet",6; 5; 4; 4; 27.88,"Length: 195 cm, Width: 133 cm, Area: 2.59 m²",195; 133; 2.59,99.0,Unit price,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/10222519/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/40282130/,More options,More options for HEMNES bookcase,,,,,bookcase,,,http://www.ikea.com/us/en/catalog/products/40282130/,HEMNES bookcase $159.00 Unit price,,159.0,http://www.ikea.com/PIAimages/0276678_PE415368_S3.JPG,"HEMNES bookcase, light brown Width: 35 3/8 "" Depth: 14 5/8 "" Height: 77 1/2 "" Width: 90 cm Depth: 37 cm Height: 197 cm",,,HEMNES,,159.0,,Save to list,"Width: 35 3/8 "", Depth: 14 5/8 "", Height: 77 1/2 """,35; 14; 77,"Width: 90 cm, Depth: 37 cm, Height: 197 cm",90; 37; 197,,,bookcase,,,Unit price,http://www.ikea.com/us/en/catalog/products/40282130/
Buy online,,,,,,,,,,,,,"rug, high pile",http://www.ikea.com/ms/img/nlp/en_US/nlp_02.png,???PD_txt_newnlp???,http://www.ikea.com/us/en/catalog/products/70259312/,"ALHEDE rug, high pile $39.99 Unit price $49.99 Unit price",,39.99; 49.99,http://www.ikea.com/PIAimages/0190688_PE344209_S3.JPG,"ALHEDE rug, high pile, brown Length: 4 ' 11 "" Width: 2 ' 7 "" Area: 12.92 sq feet Length: 150 cm Width: 80 cm Area: 1.20 m²",,,ALHEDE,39.99,,,Save to list,"Length: 4 ' 11 "", Width: 2 ' 7 "", Area: 12.92 sq feet",4; 11; 2; 7; 12.92,"Length: 150 cm, Width: 80 cm, Area: 1.20 m²",150; 80; 1.2,49.99,Unit price,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/70259312/
Buy online,,,,,,,,,,,,,"rug, high pile",,,http://www.ikea.com/us/en/catalog/products/90287366/,"MÖLBY rug, high pile $149.00 Unit price",,149,http://www.ikea.com/PIAimages/0307684_PE427745_S3.JPG,"MÖLBY rug, high pile, multicolor Length: 7 ' 10 "" Width: 5 ' 7 "" Area: 43.92 sq feet Length: 240 cm Width: 170 cm Area: 4.08 m²",,,MÖLBY,149.0,,,Save to list,"Length: 7 ' 10 "", Width: 5 ' 7 "", Area: 43.92 sq feet",7; 10; 5; 7; 43.92,"Length: 240 cm, Width: 170 cm, Area: 4.08 m²",240; 170; 4.08,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/90287366/
,,,,,,,,,,,,,"rug, high pile",,,http://www.ikea.com/us/en/catalog/products/20203780/,"HAMPEN rug, high pile $9.99 Unit price",,9.99,http://www.ikea.com/PIAimages/0118957_PE275059_S3.JPG,"HAMPEN rug, high pile, black Length: 2 ' 7 "" Width: 2 ' 7 "" Area: 6.89 sq feet Length: 80 cm Width: 80 cm Area: 0.64 m²",,,HAMPEN,9.99,,,Save to list,"Length: 2 ' 7 "", Width: 2 ' 7 "", Area: 6.89 sq feet",2; 7; 2; 7; 6.89,"Length: 80 cm, Width: 80 cm, Area: 0.64 m²",80; 80; 0.64,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/20203780/
,,,,,,,,,,,,,cover,,,http://www.ikea.com/us/en/catalog/products/70309963/,MULIG cover $15.00 Unit price,,15,http://www.ikea.com/PIAimages/0245321_PE384098_S3.JPG,"MULIG cover, white Width: 22 7/8 "" Depth: 13 3/8 "" Height: 63 3/4 "" Width: 58 cm Depth: 34 cm Height: 162 cm",,,MULIG,,15.0,,Save to list,"Width: 22 7/8 "", Depth: 13 3/8 "", Height: 63 3/4 """,22; 13; 63,"Width: 58 cm, Depth: 34 cm, Height: 162 cm",58; 34; 162,,,shelf,,,Unit price,http://www.ikea.com/us/en/catalog/products/70309963/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/90225533/,More options,More options for LYNÄS door mat,,,,,door mat,,,http://www.ikea.com/us/en/catalog/products/90225533/,LYNÄS door mat $3.99 Unit price,,3.99,http://www.ikea.com/PIAimages/0150361_PE308504_S3.JPG,"LYNÄS door mat, dark gray Length: 1 ' 8 "" Width: 2 ' 2 "" Area: 3.55 sq feet Length: 50 cm Width: 65 cm Area: 0.33 m²",,,LYNÄS,3.99,,,Save to list,"Length: 1 ' 8 "", Width: 2 ' 2 "", Area: 3.55 sq feet",1; 8; 2; 2; 3.55,"Length: 50 cm, Width: 65 cm, Area: 0.33 m²",50; 65; 0.33,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/90225533/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S59006321/,More options,More options for BEKANT desk,,,$139.00 Unit price,139.0,desk,,,http://www.ikea.com/us/en/catalog/products/S59006321/,BEKANT desk $139.00 Unit price,,139,http://www.ikea.com/PIAimages/0250514_PE388782_S3.JPG,"BEKANT desk, black, white Length: 47 1/4 "" Depth: 31 1/2 "" Min. height: 25 5/8 "" Length: 120 cm Depth: 80 cm Min. height: 65 cm",,,BEKANT,,,,Save to list,"Length: 47 1/4 "", Depth: 31 1/2 "", Min. height: 25 5/8 """,47; 31; 25,"Length: 120 cm, Depth: 80 cm, Min. height: 65 cm",120; 80; 65,,,desk,,,,http://www.ikea.com/us/en/catalog/products/S59006321/
Buy online,,,,,,,,,,,,,"rug, low pile",,,http://www.ikea.com/us/en/catalog/products/30287821/,"SILLERUP rug, low pile $129.00 Unit price",,129,http://www.ikea.com/PIAimages/0257023_PE400997_S3.JPG,"SILLERUP rug, low pile, black/white Length: 9 ' 10 "" Width: 6 ' 7 "" Area: 64.58 sq feet Length: 300 cm Width: 200 cm Area: 6.00 m²",,,SILLERUP,129.0,,,Save to list,"Length: 9 ' 10 "", Width: 6 ' 7 "", Area: 64.58 sq feet",9; 10; 6; 7; 64.58,"Length: 300 cm, Width: 200 cm, Area: 6.00 m²",300; 200; 6,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/30287821/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/30283781/,More options,"More options for GÅSER rug, high pile",,,,,"rug, high pile",,,http://www.ikea.com/us/en/catalog/products/30283781/,"GÅSER rug, high pile $149.00 Unit price",,149,http://www.ikea.com/PIAimages/0256983_PE400988_S3.JPG,"GÅSER rug, high pile, off-white Length: 7 ' 10 "" Width: 5 ' 7 "" Area: 43.92 sq feet Length: 240 cm Width: 170 cm Area: 4.08 m²",,,GÅSER,149.0,,,Save to list,"Length: 7 ' 10 "", Width: 5 ' 7 "", Area: 43.92 sq feet",7; 10; 5; 7; 43.92,"Length: 240 cm, Width: 170 cm, Area: 4.08 m²",240; 170; 4.08,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/30283781/
,,,,,,,,,,,,,faux sheepskin,,,http://www.ikea.com/us/en/catalog/products/30229077/,TEJN faux sheepskin $12.99 Unit price,,12.99,http://www.ikea.com/PIAimages/0146820_PE305815_S3.JPG,"TEJN faux sheepskin, white Length: 39 3/8 "" Width: 23 5/8 "" Surface density: 3 oz/sq ft Length: 100 cm Width: 60 cm Surface density: 904 g/m²",,,TEJN,12.99,,,Save to list,"Length: 39 3/8 "", Width: 23 5/8 "", Surface density: 3 oz/sq ft",39; 23; 3,"Length: 100 cm, Width: 60 cm, Surface density: 904 g/m²",100; 60; 904,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/30229077/
Buy online,,,,,,,,,,,,,"rug, high pile",,,http://www.ikea.com/us/en/catalog/products/20285144/,"ÅDUM rug, high pile $49.99 Unit price",,49.99,http://www.ikea.com/PIAimages/0278368_PE417980_S3.JPG,"ÅDUM rug, high pile, yellow Diameter: 4 ' 3 "" Area: 14.32 sq feet Surface density: 10.81 oz/sq ft Diameter: 130 cm Area: 1.33 m² Surface density: 3300 g/m²",,,ÅDUM,49.99,,,Save to list,"Diameter: 4 ' 3 "", Area: 14.32 sq feet, Surface density: 10.81 oz/sq ft",4; 3; 14.32; 10.81,"Diameter: 130 cm, Area: 1.33 m², Surface density: 3300 g/m²",130; 1.33; 3300,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/20285144/
,,,,,,,,,,,,,pendant downlight,,,http://www.ikea.com/us/en/catalog/products/70216351/,MINUT pendant downlight $29.99 Unit price,,29.99,http://www.ikea.com/PIAimages/0116621_PE272092_S3.JPG,"MINUT pendant downlight Diameter: 10 "" Height: 19 "" Diameter: 25 cm Height: 47 cm",,,MINUT,29.99,,,Save to list,"Diameter: 10 "", Height: 19 """,10; 19,"Diameter: 25 cm, Height: 47 cm",25; 47,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/70216351/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/40298796/,More options,"More options for HODDE rug, flatwoven",,,,,"rug, flatwoven",,,http://www.ikea.com/us/en/catalog/products/40298796/,"HODDE rug, flatwoven $99.00 Unit price",,99,http://www.ikea.com/PIAimages/0324191_PE516986_S3.JPG,"HODDE rug, flatwoven, beige, indoor/outdoor blue Length: 9 ' 10 "" Width: 6 ' 7 "" Area: 64.58 sq feet Length: 300 cm Width: 200 cm Area: 6.00 m²",,,HODDE,99.0,,,Save to list,"Length: 9 ' 10 "", Width: 6 ' 7 "", Area: 64.58 sq feet",9; 10; 6; 7; 64.58,"Length: 300 cm, Width: 200 cm, Area: 6.00 m²",300; 200; 6,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/40298796/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/10163789/,More options,"More options for KATTRUP rug, flatwoven",,,,,"rug, flatwoven",,,http://www.ikea.com/us/en/catalog/products/10163789/,"KATTRUP rug, flatwoven $139.00 Unit price",,139,http://www.ikea.com/PIAimages/66555_PE179597_S3.JPG,"KATTRUP rug, flatwoven, multicolor, red handmade red Length: 6 ' 7 "" Width: 4 ' 7 "" Area: 30.14 sq feet Length: 200 cm Width: 140 cm Area: 2.80 m²",,,KATTRUP,139.0,,,Save to list,"Length: 6 ' 7 "", Width: 4 ' 7 "", Area: 30.14 sq feet",6; 7; 4; 7; 30.14,"Length: 200 cm, Width: 140 cm, Area: 2.80 m²",200; 140; 2.8,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/10163789/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/40242177/,More options,More options for SVARTÅSEN laptop stand,,,$21.99 Unit price,21.99,laptop stand,,,http://www.ikea.com/us/en/catalog/products/40242177/,SVARTÅSEN laptop stand $21.99 Unit price,,21.99,http://www.ikea.com/PIAimages/0186946_PE339817_S3.JPG,"SVARTÅSEN laptop stand, black Width: 23 5/8 "" Depth: 19 5/8 "" Min. height: 18 1/2 "" Width: 60 cm Depth: 50 cm Min. height: 47 cm",,,SVARTÅSEN,,,,Save to list,"Width: 23 5/8 "", Depth: 19 5/8 "", Min. height: 18 1/2 """,23; 19; 18,"Width: 60 cm, Depth: 50 cm, Min. height: 47 cm",60; 50; 47,,,desk,,,,http://www.ikea.com/us/en/catalog/products/40242177/
,,,,,,,,,,,,,"rug, low pile",,,http://www.ikea.com/us/en/catalog/products/00238969/,"TRÅDKLÖVER rug, low pile $79.99 Unit price",,79.99,http://www.ikea.com/PIAimages/0146825_PE305820_S3.JPG,"TRÅDKLÖVER rug, low pile, multicolor Length: 6 ' 7 "" Width: 6 ' 7 "" Area: 43.06 sq feet Length: 200 cm Width: 200 cm Area: 4.00 m²",,,TRÅDKLÖVER,79.99,,,Save to list,"Length: 6 ' 7 "", Width: 6 ' 7 "", Area: 43.06 sq feet",6; 7; 6; 7; 43.06,"Length: 200 cm, Width: 200 cm, Area: 4.00 m²",200; 200; 4,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/00238969/
,,,,,,,,,,,,,ceiling lamp,,,http://www.ikea.com/us/en/catalog/products/30176045/,ÅRSTID ceiling lamp $39.99 Unit price,,39.99,http://www.ikea.com/PIAimages/0120162_PE276584_S3.JPG,"ÅRSTID ceiling lamp, white Diameter: 18 "" Height: 7 "" Diameter: 46 cm Height: 17 cm",,,ÅRSTID,39.99,,,Save to list,"Diameter: 18 "", Height: 7 """,18; 7,"Diameter: 46 cm, Height: 17 cm",46; 17,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/30176045/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S99023385/,More options,More options for BILLY / OXBERG bookcase,,,,,bookcase,,,http://www.ikea.com/us/en/catalog/products/S99023385/,BILLY / OXBERG bookcase $199.99 Unit price,,199.99,http://www.ikea.com/PIAimages/0255426_PE399473_S3.JPG,"BILLY / OXBERG bookcase, medium brown Width: 31 1/2 "" Depth: 11 "" Height: 79 1/2 "" Width: 80 cm Depth: 28 cm Height: 202 cm",,,BILLY / OXBERG,,199.99,,Save to list,"Width: 31 1/2 "", Depth: 11 "", Height: 79 1/2 """,31; 11; 79,"Width: 80 cm, Depth: 28 cm, Height: 202 cm",80; 28; 202,,,bookcase,,,Unit price,http://www.ikea.com/us/en/catalog/products/S99023385/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S99028482/,More options,More options for KIVIK sofa combination,,,,,sofa combination,,,http://www.ikea.com/us/en/catalog/products/S99028482/,"KIVIK sofa combination $1,047.00 Unit price",,1047.0,http://www.ikea.com/PIAimages/0261134_PE413142_S3.JPG,"KIVIK sofa combination, Isunda beige",,,KIVIK,1047.0,,,Save to list,,,,,,,sofa,,,Unit price,http://www.ikea.com/us/en/catalog/products/S99028482/
Buy online,,,,,,,,,,,,,"rug, high pile",,,http://www.ikea.com/us/en/catalog/products/20251790/,"HINNERUP rug, high pile $49.99 Unit price",,49.99,http://www.ikea.com/PIAimages/0185434_PE337427_S3.JPG,"HINNERUP rug, high pile, black Length: 6 ' 5 "" Width: 4 ' 4 "" Area: 27.88 sq feet Length: 195 cm Width: 133 cm Area: 2.59 m²",,,HINNERUP,49.99,,,Save to list,"Length: 6 ' 5 "", Width: 4 ' 4 "", Area: 27.88 sq feet",6; 5; 4; 4; 27.88,"Length: 195 cm, Width: 133 cm, Area: 2.59 m²",195; 133; 2.59,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/20251790/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/10241042/,More options,More options for MULIG shelving unit,,,,,shelving unit,,,http://www.ikea.com/us/en/catalog/products/10241042/,MULIG shelving unit $24.99 Unit price,,24.99,http://www.ikea.com/PIAimages/0196357_PE353707_S3.JPG,"MULIG shelving unit, white Width: 22 7/8 "" Depth: 13 3/8 "" Height: 35 3/8 "" Width: 58 cm Depth: 34 cm Height: 90 cm",,,MULIG,,24.99,,Save to list,"Width: 22 7/8 "", Depth: 13 3/8 "", Height: 35 3/8 """,22; 13; 35,"Width: 58 cm, Depth: 34 cm, Height: 90 cm",58; 34; 90,,,shelf,,,Unit price,http://www.ikea.com/us/en/catalog/products/10241042/
Buy online,,,,,,,,,,,,,faux sheepskin,,,http://www.ikea.com/us/en/catalog/products/30294497/,FÅRDRUP faux sheepskin $12.99 Unit price,,12.99,http://www.ikea.com/PIAimages/0310017_PE429048_S3.JPG,"FÅRDRUP faux sheepskin, gray Length: 39 "" Width: 24 "" Area: 6.46 sq feet Length: 100 cm Width: 60 cm Area: 0.60 m²",,,FÅRDRUP,12.99,,,Save to list,"Length: 39 "", Width: 24 "", Area: 6.46 sq feet",39; 24; 6.46,"Length: 100 cm, Width: 60 cm, Area: 0.60 m²",100; 60; 0.6,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/30294497/
Buy online,,,,,,,,,,,,,chandelier,,,http://www.ikea.com/us/en/catalog/products/10245573/,ÖRTOFTA chandelier $129.00 Unit price,,129,http://www.ikea.com/PIAimages/0288499_PE424273_S3.JPG,"ÖRTOFTA chandelier Diameter: 17 "" Height: 20 "" Cord length: 4 ' 7 "" Diameter: 42 cm Height: 50 cm Cord length: 1.4 m",,,ÖRTOFTA,129.0,,,Save to list,"Diameter: 17 "", Height: 20 "", Cord length: 4 ' 7 """,17; 20; 4; 7,"Diameter: 42 cm, Height: 50 cm, Cord length: 1.4 m",42; 50; 1.4,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/10245573/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/10217985/,More options,"More options for ALHEDE rug, high pile",,,,,"rug, high pile",http://www.ikea.com/ms/img/nlp/en_US/nlp_02.png,???PD_txt_newnlp???,http://www.ikea.com/us/en/catalog/products/10217985/,"ALHEDE rug, high pile $79.99 Unit price $99.00 Unit price",,79.99; 99,http://www.ikea.com/PIAimages/0134117_PE289993_S3.JPG,"ALHEDE rug, high pile, black Length: 6 ' 5 "" Width: 4 ' 4 "" Area: 27.88 sq feet Length: 195 cm Width: 133 cm Area: 2.59 m²",,,ALHEDE,79.99,,,Save to list,"Length: 6 ' 5 "", Width: 4 ' 4 "", Area: 27.88 sq feet",6; 5; 4; 4; 27.88,"Length: 195 cm, Width: 133 cm, Area: 2.59 m²",195; 133; 2.59,99.0,Unit price,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/10217985/
,,,,,,http://www.ikea.com/us/en/catalog/products/40244850/,More options,More options for MICKE desk with integrated storage,,,$79.99 Unit price,79.99,desk with integrated storage,,,http://www.ikea.com/us/en/catalog/products/40244850/,MICKE desk with integrated storage $79.99 Unit price,,79.99,http://www.ikea.com/PIAimages/0172828_PE327018_S3.JPG,"MICKE desk with integrated storage, black-brown Width: 47 1/4 "" Depth: 19 5/8 "" Height: 29 1/2 "" Width: 120 cm Depth: 50 cm Height: 75 cm",,,MICKE,,,,Save to list,"Width: 47 1/4 "", Depth: 19 5/8 "", Height: 29 1/2 """,47; 19; 29,"Width: 120 cm, Depth: 50 cm, Height: 75 cm",120; 50; 75,,,desk,,,,http://www.ikea.com/us/en/catalog/products/40244850/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S09929617/,More options,More options for HEMNES bookcase,,,,,bookcase,,,http://www.ikea.com/us/en/catalog/products/S09929617/,HEMNES bookcase $447.00 Unit price,,447.0,http://www.ikea.com/PIAimages/0216004_PE371423_S3.JPG,"HEMNES bookcase, black-brown Width: 90 1/8 "" Depth: 14 5/8 "" Height: 77 1/2 "" Width: 229 cm Depth: 37 cm Height: 197 cm",,,HEMNES,,447.0,,Save to list,"Width: 90 1/8 "", Depth: 14 5/8 "", Height: 77 1/2 """,90; 14; 77,"Width: 229 cm, Depth: 37 cm, Height: 197 cm",229; 37; 197,,,bookcase,,,Unit price,http://www.ikea.com/us/en/catalog/products/S09929617/
Buy online,,,,,,,,,,,,,pendant lamp,,,http://www.ikea.com/us/en/catalog/products/00231312/,RANARP pendant lamp $24.99 Unit price,,24.99,http://www.ikea.com/PIAimages/0210373_PE363788_S3.JPG,"RANARP pendant lamp, off-white Diameter: 9 "" Cord length: 4 ' 11 "" Diameter: 23 cm Cord length: 1.5 m",,,RANARP,24.99,,,Save to list,"Diameter: 9 "", Cord length: 4 ' 11 """,9; 4; 11,"Diameter: 23 cm, Cord length: 1.5 m",23; 1.5,,,light,,,Unit price,http://www.ikea.com/us/en/catalog/products/00231312/
Buy online,,,,,,,,,,,$269.00 Unit price,269.0,desk,,,http://www.ikea.com/us/en/catalog/products/50147354/,BESTÅ BURS desk $269.00 Unit price,,269,http://www.ikea.com/PIAimages/0090374_PE224144_S3.JPG,"BESTÅ BURS desk, high gloss white Width: 70 7/8 "" Depth: 15 3/4 "" Height: 29 1/8 "" Width: 180 cm Depth: 40 cm Height: 74 cm",,,BESTÅ BURS,,,,Save to list,"Width: 70 7/8 "", Depth: 15 3/4 "", Height: 29 1/8 """,70; 15; 29,"Width: 180 cm, Depth: 40 cm, Height: 74 cm",180; 40; 74,,,desk,,,,http://www.ikea.com/us/en/catalog/products/50147354/
,,,,,,,,,,,,,"rug, flatwoven",http://www.ikea.com/ms/en_US/img/icons/new_small.gif,New,http://www.ikea.com/us/en/catalog/products/30313151/,"SINNERLIG rug, flatwoven $69.99 Unit price",,69.99,http://www.ikea.com/PIAimages/0374201_PE552450_S3.JPG,"SINNERLIG rug, flatwoven, seagrass Length: 9 ' 10 "" Width: 6 ' 7 "" Area: 64.58 sq feet Length: 300 cm Width: 200 cm Area: 6 m²",,,SINNERLIG,69.99,,,Save to list,"Length: 9 ' 10 "", Width: 6 ' 7 "", Area: 64.58 sq feet",9; 10; 6; 7; 64.58,"Length: 300 cm, Width: 200 cm, Area: 6 m²",300; 200; 6,,,rug,,,Unit price,http://www.ikea.com/us/en/catalog/products/30313151/
Buy online,,,,,,http://www.ikea.com/us/en/catalog/products/S89022027/,More options,"More options for BEKANT 5-sided desk, sit/stand",,,$499.00 Unit price,499.0,"5-sided desk, sit/stand",,,http://www.ikea.com/us/en/catalog/products/S89022027/,"BEKANT 5-sided desk, sit/stand $499.00 Unit price",,499,http://www.ikea.com/PIAimages/0251722_PE390381_S3.JPG,"BEKANT 5-sided desk, sit/stand, black, birch veneer Length: 63 "" Width: 31 1/2 "" Min. height: 22 "" Length: 160 cm Width: 80 cm Min. height: 56 cm",,,BEKANT,,,,Save to list,"Length: 63 "", Width: 31 1/2 "", Min. height: 22 """,63; 31; 22,"Length: 160 cm, Width: 80 cm, Min. height: 56 cm",160; 80; 56,,,desk,,,,http://www.ikea.com/us/en/catalog/products/S89022027/
